student_id,grade,age,gender,item_id,target_word,student_sentence,time_spent_seconds,rb_score,rb_confidence,rb_reason,rb_word_found,rb_pos_ok,llm_score,llm_confidence,llm_reason,llm_error,is_template,suspicious_fast,final_score,needs_human_review
1,4,9,Male,1,because,I am hapy because day.,35.57,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The word 'because' is present and used as a conjunction, but the sentence is semantically incomplete/nonsensical. 'Because day' does not provide a valid reason or explanation. The sentence lacks the necessary clause structure to properly use 'because' (should be 'because [noun phrase/clause]' that explains a cause). This indicates misunderstanding of the word's function.",,True,False,0,False
1,4,9,Male,2,beautiful,I am hapy beautiful day.,25.33,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'beautiful' is used in a grammatically implausible role. The sentence structure 'I am happy beautiful day' does not correctly employ 'beautiful' as either an adjective modifying 'day' or any other valid grammatical function. The phrase is semantically incoherent. A correct usage would be 'I am happy on a beautiful day' or 'It is a beautiful day.' While we ignore spelling errors (like 'hapy'), we cannot overlook the fundamental grammatical misuse of the target word itself.",,True,False,0,False
1,4,9,Male,3,quickly,I am hapy quickly day.,36.53,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The sentence is semantically nonsensical. 'Quickly' is an adverb meaning at high speed, but 'I am hapy quickly day' does not form a coherent phrase. The word is not used with appropriate meaning or in a grammatically plausible way. A correct usage would be something like 'I ran quickly' or 'I ate my lunch quickly.'",,True,False,0,False
1,4,9,Male,4,friend,I am hapy friend day.,35.19,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'friend' is present, but it is used in a grammatically implausible way. The sentence structure 'I am hapy friend day' does not demonstrate correct usage of 'friend' as either a noun (which would require proper syntax like 'I am a friend' or 'I have a friend') or any other part of speech. The sentence appears to be an attempt at 'I am happy friend day' but fails to use 'friend' with appropriate grammatical function.",,True,False,0,False
1,4,9,Male,6,family,The family is fun.,21.16,1,0.88,Word present with plausible POS and content,True,True,1,0.99,The word 'family' is used correctly as a noun in the subject position of the sentence. The sentence demonstrates appropriate understanding of the word's meaning and is grammatically sound for grade 4.,,False,False,1,False
1,4,9,Male,10,favorite,I am hapy favorite day.,22.3,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The word 'favorite' is used as an adjective modifying 'day', which is grammatically plausible. However, the sentence structure is severely broken ('I am hapy favorite day' lacks proper syntax and makes no semantic sense). The phrase doesn't demonstrate clear understanding of how 'favorite' should be used—a correct usage would be 'My favorite day is...' or 'Today is my favorite day.' The sentence is semantically incoherent, making it impossible to verify proper word understanding.",,True,False,0,False
1,4,9,Male,11,summer,I am hapy summer day.,26.47,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'summer' is used as an adjective modifying 'day' (""summer day""), but the sentence structure is grammatically incomplete and nonsensical: ""I am hapy summer day"" does not form a valid clause. The phrase 'summer day' itself would be acceptable, but it's embedded in a sentence that lacks proper predication. The student appears not to understand that 'summer' is a noun (a season), not an adjective, even though 'summer day' is a common collocation. For grade 4, this represents a usage error rather than correct application of the word.",,True,False,0,False
1,4,9,Male,12,winter,I am hapy winter day.,30.8,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The sentence 'I am hapy winter day' uses 'winter' as a noun, but the grammatical structure is implausible. The phrase 'I am...winter day' does not make semantic sense—'winter' cannot be what 'I am.' While 'winter' is present and spelled correctly, it is used in a way that demonstrates misunderstanding of how to construct a meaningful sentence with this word. A correct usage would be something like 'I like winter days' or 'Winter day is cold.'",,True,False,0,False
1,4,9,Male,13,mountain,The mountain is fun.,26.0,1,0.88,Word present with plausible POS and content,True,True,1,0.95,The target word 'mountain' is present and used correctly as a noun in the subject position. The sentence demonstrates understanding that a mountain is a thing/place that can be described as fun. Grammatically sound and appropriate for grade 4.,,False,False,1,False
1,4,9,Male,14,river,I am hapy river day.,22.75,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,The target word 'river' is used in a semantically meaningless way. The phrase 'hapy river day' does not convey a coherent meaning. 'River' is not used as a noun in a grammatically plausible role here — it appears to be misused as an adjective or in a nonsensical construction. The sentence does not demonstrate understanding of the word's meaning.,,True,False,0,False
1,4,9,Male,16,tired,I am hapy tired day.,29.51,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The sentence is grammatically incoherent ('hapy tired day' is not a valid phrase). While 'tired' is present, it is not used in a grammatically plausible role here—it appears to be misplaced in a nonsensical construction that doesn't demonstrate understanding of how to use 'tired' correctly in a sentence.",,True,False,0,False
1,4,9,Male,17,excited,I am hapy excited day.,22.82,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The sentence has a severe grammatical structure problem ('hapy excited day' is not a valid phrase), making it semantically incoherent. While 'excited' is present and appears to be attempted as an adjective, the sentence lacks proper syntax (missing verb or preposition) and reads as word salad rather than a meaningful demonstration of the word's usage. For grade 4, we expect at least basic sentence structure.",,True,False,0,False
1,4,9,Male,18,football,I am hapy football day.,35.18,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'football' is used as a noun, but the sentence structure is grammatically implausible and the meaning is unclear. 'I am hapy football day' does not demonstrate appropriate understanding of how to use 'football' meaningfully in a sentence. While we can ignore the typo 'hapy', the phrase 'am hapy football day' shows the word is not used in a semantically coherent way.",,True,False,0,False
1,4,9,Male,19,library,The library is fun.,21.69,1,0.88,Word present with plausible POS and content,True,True,1,0.99,"The target word 'library' is present and used correctly as a noun in subject position. The sentence is grammatically sound and demonstrates understanding—the student appropriately identifies a library as something that can be fun. This is an appropriate, simple sentence for grade 4.",,False,False,1,False
1,4,9,Male,20,birthday,I am hapy birthday day.,31.95,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The word 'birthday' is present but used with inappropriate grammar and semantics. The sentence structure 'I am hapy birthday day' is grammatically implausible—'birthday' cannot function as an adjective in this context. The student appears to be attempting 'I am happy on my birthday' or similar, but has misused 'birthday' in a way that doesn't demonstrate clear understanding of the word's proper role as a noun.",,True,False,0,False
1,4,9,Male,22,computer,The computer is fun.,30.71,1,0.88,Word present with plausible POS and content,True,True,1,0.99,The word 'computer' is used correctly as a noun in its standard form. The sentence is grammatically sound and demonstrates understanding of the word's meaning—a computer is indeed something that can be described as fun. This is an appropriate sentence for a grade 4 student.,,False,False,1,False
1,4,9,Male,23,pencil,I am hapy pencil day.,36.34,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'pencil' is used in a semantically meaningless way. The phrase 'hapy pencil day' does not demonstrate understanding of the word 'pencil' — it appears to be a confused construction where 'pencil' functions neither as a proper noun nor in any grammatically/semantically plausible role. A correct usage would require 'pencil' to be used as a noun with clear meaning (e.g., 'I used a pencil to write' or 'I lost my pencil').",,True,False,0,False
1,4,9,Male,24,music,I am hapy music day.,30.33,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'music' is used as an adjective modifying 'day' (""music day""), but 'music' is a noun. The sentence structure is grammatically unclear and the usage is semantically awkward. While the student may have intended to convey happiness about music or a music day, the sentence does not demonstrate correct usage of 'music' in a grammatically plausible role.",,True,False,0,False
1,4,9,Male,25,forest,I am hapy forest day.,31.76,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,The target word 'forest' is used in a semantically meaningless way. The sentence 'I am hapy forest day' does not demonstrate understanding of the word's meaning. 'Forest' (a large area of land covered with trees) cannot logically be used as an adjective to modify 'day' in this context. The phrase is grammatically implausible and nonsensical.,,True,False,0,False
1,4,9,Male,26,painting,The painting is fun.,37.1,1,0.88,Word present with plausible POS and content,True,True,1,0.95,"The target word 'painting' is present as a noun and used correctly. The student demonstrates understanding by using it to refer to a work of art, with appropriate grammar and meaning. The sentence is simple but valid for grade 4.",,False,False,1,False
1,4,9,Male,27,ocean,I am hapy ocean day.,29.83,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,The target word 'ocean' is used in a semantically meaningless way. The phrase 'I am hapy ocean day' does not make grammatical or logical sense. 'Ocean' appears to be misused as an adjective or modifier in an implausible construction. The student has not demonstrated understanding of 'ocean' as a noun referring to a large body of salt water.,,True,False,0,False
1,4,9,Male,28,storm,I am hapy storm day.,31.2,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'storm' is used as an adjective ('storm day') when it functions as a noun in English. The sentence is grammatically implausible ('hapy storm day' lacks proper structure). While 'storm' is present, it is not used in a grammatically plausible role for a 4th grader—it should be 'stormy day' (with the adjective form) or 'day of storms' (with storm as a noun). The usage demonstrates misunderstanding of the word's part of speech.",,True,False,0,False
1,4,9,Male,29,snow,The snow is fun.,30.49,1,0.88,Word present with plausible POS and content,True,True,1,0.99,The target word 'snow' is present and used correctly as a noun (the subject of the sentence). The sentence demonstrates understanding of the word and is grammatically sound. This is appropriate for grade 4.,,False,False,1,False
1,4,9,Male,31,castle,I am hapy castle day.,38.5,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The word 'castle' is used in a semantically meaningless way. The phrase 'hapy castle day' does not convey a clear, sensible meaning. While 'castle' is present and is a noun, it is not used in a grammatically or semantically plausible role that demonstrates understanding of the word's meaning (a large fortified building).",,True,False,0,False
1,4,9,Male,32,bridge,I am hapy bridge day.,25.23,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'bridge' is used in a semantically nonsensical way. The phrase 'happy bridge day' does not demonstrate meaningful understanding of the word 'bridge.' The sentence appears to be attempting to say something like 'I am happy [on] bridge day,' but 'bridge day' is not a coherent concept, and 'bridge' is not used as a noun with proper meaning (referring to a structure over water/gap, or metaphorically in a sensible way).",,True,False,0,False
1,4,9,Male,33,island,I am hapy island day.,29.58,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'island' is used in a semantically meaningless way. The phrase 'hapy island day' does not demonstrate understanding of what an island is. 'Island' should be used as a noun referring to a landmass surrounded by water, but here it appears to be used as an adjective modifying 'day' in a nonsensical manner. The sentence is grammatically implausible and demonstrates misunderstanding of the word's meaning and role.",,True,False,0,False
1,4,9,Male,34,train,I am hapy train day.,24.39,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The word 'train' is used in a grammatically implausible role. In this sentence, 'train' appears to be used as an adjective ('train day') but train is not standardly used as an adjective in English. The sentence structure 'I am happy train day' doesn't make grammatical sense, and there's no clear demonstration that the student understands the word's proper usage (as a noun or verb). This is semantically incoherent.",,True,False,0,False
1,4,9,Male,35,airplane,I am hapy airplane day.,33.85,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'airplane' is used in a grammatically implausible way. It appears to be used as an adjective modifying 'day' (""airplane day""), but 'airplane' is a noun and cannot function as an adjective in this context. The sentence structure is unclear and does not demonstrate meaningful use of the word. A correct usage would be 'I am happy on airplane day' or 'I like the airplane.'",,True,False,0,False
1,4,9,Male,36,market,I am hapy market day.,32.05,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'market' is used as an adjective ('market day') which is grammatically acceptable, but the sentence structure is incomplete and unclear. More critically, the sentence lacks proper grammatical structure ('I am hapy market day' is not a complete, coherent thought). The student appears to be attempting to say something like 'I am happy [on] market day,' but the execution suggests confusion rather than clear understanding of how to use 'market' meaningfully in a sentence. For grade 4, this falls below the standard for demonstrating word understanding.",,True,False,0,False
1,4,9,Male,37,village,The village is fun.,25.7,1,0.88,Word present with plausible POS and content,True,True,1,0.99,"The target word 'village' is present and used correctly as a noun in a simple, grammatically plausible sentence. The sentence demonstrates understanding of the word's meaning (a small settlement/community).",,False,False,1,False
1,4,9,Male,38,city,The city is fun.,30.85,1,0.88,Word present with plausible POS and content,True,True,1,0.99,The word 'city' is used correctly as a noun in its standard form. The sentence is grammatically sound and demonstrates appropriate understanding of the word's meaning (a large town/urban area). This is an appropriate simple sentence for grade 4.,,False,False,1,False
1,4,9,Male,39,country,I am hapy country day.,25.9,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'country' is used in a semantically meaningless way. The phrase 'happy country day' does not convey a clear, understandable meaning. The student does not demonstrate understanding of the word 'country' (a place/nation). This appears to be a nonsensical construction rather than a valid use of the word.",,True,False,0,False
1,4,9,Male,43,chocolate,I am hapy chocolate day.,22.37,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The word 'chocolate' is used in a semantically meaningless way. The phrase 'I am hapy chocolate day' does not demonstrate understanding of 'chocolate' as either a noun (a food) or adjective (describing flavor/color). The sentence structure is incoherent and doesn't convey a plausible meaning for the word. While typos ('hapy') are ignored, the core usage is nonsensical.",,True,False,0,False
1,4,9,Male,46,planet,I am hapy planet day.,24.38,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The word 'planet' is used as an adjective modifying 'day' (""planet day""), but 'planet' is a noun. The sentence structure ""I am hapy planet day"" is grammatically incoherent and does not demonstrate meaningful understanding of the word 'planet'. The student appears to have attempted to create a phrase like ""happy planet day"" but misused 'planet' in an implausible grammatical role.",,True,False,0,False
1,4,9,Male,47,star,I am hapy star day.,38.64,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The sentence 'I am hapy star day' does not use 'star' in a grammatically plausible role. 'Star' appears to be placed between an adjective and a noun without clear grammatical function or meaningful relationship to the rest of the sentence. The phrase lacks proper structure to demonstrate understanding of how 'star' is actually used (as a noun naming a celestial object, or as a verb meaning to perform/shine, or as an adjective in compounds like 'star player'). This is semantically incoherent rather than a valid usage.",,True,False,0,False
1,4,9,Male,48,moon,I am hapy moon day.,30.71,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'moon' is used in a semantically meaningless way. The phrase 'hapy moon day' does not demonstrate understanding of 'moon' as a noun (Earth's satellite). While typos like 'hapy' are ignored, 'moon day' is not a recognizable construction that shows the student knows what the moon is or how to use it meaningfully in context.",,True,False,0,False
1,4,9,Male,49,earth,I am hapy earth day.,35.68,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'earth' is used as an adjective modifying 'day' (in the phrase 'earth day'), but 'earth' is primarily a noun. While 'Earth Day' is a proper noun phrase commonly used, the student has not demonstrated understanding of 'earth' as a standalone word with appropriate meaning. The construction 'hapy earth day' treats 'earth' attributively in a way that suggests confusion about the word's role rather than correct usage. A correct usage would be something like 'I like Earth Day' or 'I learned about the earth.'",,True,False,0,False
1,4,9,Male,51,camera,I am hapy camera day.,29.02,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The word 'camera' is used in a semantically meaningless way. The sentence 'I am happy camera day' does not demonstrate understanding of what a camera is or how it should be used in a sentence. The construction is grammatically implausible — 'camera' appears to be used as an adjective or in an unclear role, neither of which fits the noun function of the word.",,True,False,0,False
1,4,9,Male,52,telephone,I am hapy telephone day.,35.9,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'telephone' is used in a semantically meaningless way. In the phrase 'I am hapy telephone day,' telephone appears to be used as an adjective modifying 'day,' but this usage makes no grammatical or semantic sense. The sentence does not demonstrate understanding of what 'telephone' means (a communication device). While 'telephone day' could theoretically mean 'a day involving telephones,' the overall sentence structure ('I am hapy telephone day') is so garbled that it does not constitute a plausible or meaningful use of the word.",,True,False,0,False
1,4,9,Male,53,television,I am hapy television day.,39.47,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'television' is used in a semantically meaningless way. The phrase 'hapy television day' does not demonstrate understanding of the word's meaning. 'Television' is a noun referring to a device or medium, not an adjective that can modify 'day' in this manner. The sentence lacks grammatical plausibility for how the word is deployed.",,True,False,0,False
1,4,9,Male,54,robot,I am hapy robot day.,34.03,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The sentence is grammatically incoherent ('I am hapy robot day' lacks proper structure) and 'robot' is not used in a meaningful way. While 'robot' is present, it appears as a standalone noun that doesn't function properly in the sentence structure, making it difficult to confirm the student understands how to use the word correctly. The sentence is too disjointed to demonstrate appropriate word usage.",,True,False,0,False
1,4,9,Male,55,book,I am hapy book day.,25.97,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,The target word 'book' is present but used in a semantically implausible way. The phrase 'hapy book day' does not demonstrate meaningful use of 'book' — it appears to be attempting 'happy book day' but 'book day' is awkward and suggests the student may not fully understand how to use 'book' as a noun in a grammatically and semantically coherent sentence. This does not clearly convey understanding of the word's meaning.,,True,False,0,False
1,4,9,Male,60,dance,I am hapy dance day.,21.32,0,0.9,Template/boilerplate sentence detected,True,False,0,0.95,"The target word 'dance' is used as an adjective modifying 'day' (""dance day""), but 'dance' is primarily a noun or verb. The sentence structure is grammatically unclear and doesn't demonstrate proper understanding of the word's role. A correct usage would be a noun (""I like dance"") or verb (""I dance"") in a complete sentence.",,True,False,0,False
2,5,10,Male,4,friend,I used the word friend correctly in this sentence.,6.78,0,0.9,Template/boilerplate sentence detected,True,False,0,0.99,This is a boilerplate placeholder sentence that explicitly violates the scoring criteria. The student has not demonstrated actual use of the word 'friend' in a meaningful context—they have only referenced using it correctly without showing that usage.,,True,False,0,False
2,5,10,Male,5,school,I used the word school correctly in this sentence.,6.09,0,0.9,Template/boilerplate sentence detected,True,False,0,0.99,This is a boilerplate placeholder sentence that does not demonstrate genuine use of the target word. The student has not written a meaningful sentence showing understanding of 'school'; they have merely written a meta-statement about using the word correctly.,,True,False,0,False
2,5,10,Male,6,family,I used the word family correctly in this sentence.,5.06,0,0.9,Template/boilerplate sentence detected,True,False,0,0.99,"This is a boilerplate placeholder sentence that does not demonstrate actual use of the target word 'family' with meaningful context. The word appears only in a meta-commentary about using it correctly, not in a genuine sentence showing understanding of the word's meaning.",,True,False,0,False
2,5,10,Male,7,happy,I used the word happy correctly in this sentence.,12.71,0,0.9,Template/boilerplate sentence detected,True,False,0,0.99,This is a boilerplate placeholder sentence that merely states the word was used correctly without actually demonstrating meaningful use of 'happy'. It does not convey understanding of the word's meaning through context.,,True,False,0,False
2,5,10,Male,8,animal,I used the word animal correctly in this sentence.,11.63,0,0.9,Template/boilerplate sentence detected,True,False,0,0.99,This is a boilerplate placeholder sentence that does not demonstrate actual use of the target word with meaningful context. It merely mentions using the word rather than using it naturally in a sentence.,,True,False,0,False
2,5,10,Male,9,garden,I used the word garden correctly in this sentence.,11.14,0,0.9,Template/boilerplate sentence detected,True,False,0,0.99,This is a boilerplate placeholder sentence that does not genuinely use the target word in context. The student is simply asserting they used it correctly rather than actually demonstrating correct usage. This violates the scoring criterion that explicitly excludes such placeholder sentences.,,True,False,0,False
